"REF_DATE","GEO","DGUID","Sex","Pre-admission experience","Immigrant admission category","Years since admission","Income type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362540","1.1.1.7.1.6.2","23840","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362540","1.1.1.7.1.6.2","17650","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362540","1.1.1.7.1.6.2","19975","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362540","1.1.1.7.1.6.2","18605","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362540","1.1.1.7.1.6.2","15480","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362540","1.1.1.7.1.6.2","17995","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362540","1.1.1.7.1.6.2","19505","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","18700","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","18700","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","18400","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","22900","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","20700","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","25000","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","29500","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","29700","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","28100","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","23900","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","21100","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","24300","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","26400","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","30200","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","29200","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362541","1.1.1.7.1.6.3","39400","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","8500","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","9000","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","7500","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","8500","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","9200","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","11100","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","12000","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","13000","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","11200","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","10700","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","9800","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","11100","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","12900","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","14400","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","15900","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Skilled worker and skilled trades, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362542","1.1.1.7.1.6.4","24800","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","","..","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","","..","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","","..","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","","..","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","","..","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","","..","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","","..","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","","..","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","1600","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","2235","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","3575","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","5280","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","3970","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","13090","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","10255","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035362803","1.1.1.8.1.6.1","8680","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","","..","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","","..","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","","..","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","","..","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","","..","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","","..","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","","..","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","","..","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","1550","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","2165","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","3475","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","5115","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","3850","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","12820","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","10060","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035362804","1.1.1.8.1.6.2","8515","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","","..","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","","..","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","","..","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","","..","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","","..","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","","..","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","","..","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","","..","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","62600","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","79300","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","64700","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","64700","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","64200","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","65000","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","71200","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035362805","1.1.1.8.1.6.3","65800","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","","..","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","","..","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","","..","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","","..","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","","..","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","","..","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","","..","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","","..","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","41100","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","45000","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","44200","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","44600","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","48000","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","48700","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","49800","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Canadian experience class, principal applicant","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035362806","1.1.1.8.1.6.4","47700","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","370","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","620","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","1275","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","1855","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","2330","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","4165","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","5690","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","7500","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","10685","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","12540","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","13655","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","15625","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","17405","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","19180","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","19370","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total count","Persons","249","units","0","v1035363067","1.1.1.9.1.6.1","17930","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","315","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","525","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","1075","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","1630","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","2040","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","3705","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","5190","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","6870","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","9765","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","11110","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","12055","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","14065","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","16195","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","17685","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","18005","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Provincial/territorial nominee, principal applicant","0 years since admission","All income","Total with income","Persons","249","units","0","v1035363068","1.1.1.9.1.6.2","16615","","","","0"
